               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 120,            0.020126,            0.021202,           0.0024482,             0.59419,             0.52882,             0.55076,             0.34957,            0.028214,            0.046506,            0.026901,           0.0076438,           0.0076438,           0.0076438
                 121,            0.019527,            0.020619,           0.0024873,             0.57016,             0.49088,             0.52423,             0.33522,            0.028365,            0.050046,            0.028693,            0.007624,            0.007624,            0.007624
                 122,            0.020588,            0.021621,           0.0025585,             0.54515,             0.50991,             0.48992,             0.31056,            0.029778,            0.051907,            0.028724,           0.0076042,           0.0076042,           0.0076042
                 123,            0.019779,            0.020313,           0.0025001,             0.56835,             0.53637,             0.53002,             0.33997,            0.028247,            0.046579,            0.032125,           0.0075844,           0.0075844,           0.0075844
                 124,            0.019768,             0.02098,           0.0022589,             0.51566,             0.55624,             0.51405,             0.32878,            0.027847,            0.046765,            0.032605,           0.0075646,           0.0075646,           0.0075646
                 125,            0.019931,            0.020947,            0.002204,             0.56659,             0.55926,             0.53272,             0.34398,            0.028314,            0.049987,            0.030035,           0.0075448,           0.0075448,           0.0075448
                 126,            0.019622,            0.020563,           0.0018649,             0.59976,             0.55837,             0.55386,             0.35587,            0.027897,            0.046894,             0.02752,            0.007525,            0.007525,            0.007525
                 127,            0.019831,            0.020736,           0.0028052,             0.61666,             0.51436,             0.53771,             0.34724,            0.028196,            0.050168,            0.025733,           0.0075052,           0.0075052,           0.0075052
                 128,            0.019895,            0.021049,           0.0027857,              0.5831,             0.53117,             0.54657,             0.34594,            0.028108,            0.048428,            0.027818,           0.0074854,           0.0074854,           0.0074854
                 129,            0.019146,            0.020839,            0.001999,             0.60626,             0.48863,             0.53093,             0.34262,             0.02816,            0.049217,             0.03167,           0.0074656,           0.0074656,           0.0074656
                 130,            0.019393,            0.020764,           0.0026846,             0.54363,             0.55517,             0.53929,             0.34259,            0.027877,            0.046695,            0.030208,           0.0074458,           0.0074458,           0.0074458
                 131,               0.019,            0.020914,           0.0021493,             0.59088,             0.51373,             0.54865,             0.34391,             0.02834,            0.045906,            0.028806,            0.007426,            0.007426,            0.007426
                 132,            0.019319,             0.02043,           0.0022708,             0.58173,             0.52801,             0.52695,             0.33642,            0.028611,            0.049248,            0.027888,           0.0074062,           0.0074062,           0.0074062
                 133,            0.019348,            0.020491,           0.0025321,             0.59291,              0.4998,             0.51747,             0.33385,            0.028204,            0.048817,            0.029984,           0.0073864,           0.0073864,           0.0073864
                 134,            0.018838,            0.019843,           0.0027664,             0.58903,             0.52047,             0.51728,             0.33258,            0.028368,            0.050348,            0.032921,           0.0073666,           0.0073666,           0.0073666
                 135,             0.01929,            0.021119,           0.0023191,             0.57267,             0.52733,             0.53805,             0.35066,             0.02771,            0.047406,            0.031428,           0.0073468,           0.0073468,           0.0073468
                 136,             0.01972,            0.020324,           0.0024119,             0.58134,             0.52119,             0.52613,             0.33554,            0.028704,            0.051453,            0.027826,            0.007327,            0.007327,            0.007327
                 137,            0.019005,            0.020518,             0.00242,             0.52493,             0.56352,             0.51448,             0.33209,            0.027475,            0.046239,            0.030831,           0.0073072,           0.0073072,           0.0073072
                 138,            0.019339,             0.02084,           0.0022811,              0.5687,             0.52021,             0.53486,             0.35384,            0.027383,            0.047159,            0.028878,           0.0072874,           0.0072874,           0.0072874
                 139,            0.019807,            0.020363,           0.0029918,             0.55322,             0.49698,             0.48432,             0.31428,            0.028239,            0.050705,            0.032302,           0.0072676,           0.0072676,           0.0072676
                 140,            0.019142,            0.020099,           0.0025936,             0.60288,               0.476,             0.49795,             0.32242,            0.028524,            0.052292,            0.028148,           0.0072478,           0.0072478,           0.0072478
                 141,            0.018982,            0.019929,           0.0025252,             0.58595,             0.49326,             0.52827,             0.34074,            0.028236,            0.048095,            0.030012,            0.007228,            0.007228,            0.007228
                 142,            0.019338,            0.020709,           0.0024325,             0.55491,             0.53601,             0.52449,             0.33664,            0.028057,            0.049597,            0.028258,           0.0072082,           0.0072082,           0.0072082
                 143,            0.018776,            0.019615,           0.0023875,             0.60478,             0.52497,             0.53274,             0.34282,            0.028495,            0.048966,            0.032583,           0.0071884,           0.0071884,           0.0071884
                 144,            0.019178,            0.020312,            0.002038,             0.59694,             0.49548,             0.50624,             0.31878,            0.028934,            0.050722,             0.03399,           0.0071686,           0.0071686,           0.0071686
                 145,            0.018491,            0.019639,           0.0021079,             0.58921,              0.5285,             0.53687,             0.34487,            0.028844,            0.050111,            0.035922,           0.0071488,           0.0071488,           0.0071488
                 146,            0.018913,            0.019129,           0.0022493,             0.57362,             0.52844,             0.52176,             0.32741,            0.029008,            0.050076,             0.03693,            0.007129,            0.007129,            0.007129
                 147,            0.018887,            0.020457,           0.0021606,               0.558,             0.52689,             0.52193,             0.33473,            0.028362,            0.050816,            0.033984,           0.0071092,           0.0071092,           0.0071092
                 148,            0.018609,            0.019733,           0.0020855,              0.5427,             0.49609,             0.50318,             0.31664,            0.029681,            0.053625,             0.03326,           0.0070894,           0.0070894,           0.0070894
                 149,            0.018494,            0.019711,           0.0020582,             0.55308,             0.50984,             0.51187,             0.32426,            0.029122,            0.052781,            0.034275,           0.0070696,           0.0070696,           0.0070696
                 150,            0.018631,            0.019674,           0.0018008,              0.5512,             0.52399,             0.48573,             0.31454,            0.028833,            0.054695,            0.034565,           0.0070498,           0.0070498,           0.0070498
                 151,            0.018457,            0.019211,           0.0017125,             0.56969,             0.50416,             0.50377,             0.32384,            0.028635,            0.053993,             0.03206,             0.00703,             0.00703,             0.00703
                 152,            0.018347,            0.018991,           0.0016413,             0.54165,             0.50152,             0.48295,             0.31235,            0.028775,             0.05429,            0.034666,           0.0070102,           0.0070102,           0.0070102
                 153,            0.018429,            0.018807,           0.0021083,              0.5642,             0.46102,             0.48745,             0.31184,            0.029037,            0.055875,            0.035135,           0.0069904,           0.0069904,           0.0069904
                 154,            0.018522,              0.0194,           0.0021438,             0.56131,             0.49903,             0.49689,             0.32532,             0.02844,            0.054467,            0.035326,           0.0069706,           0.0069706,           0.0069706
                 155,            0.018747,            0.019662,           0.0019504,             0.57659,              0.5111,             0.51979,             0.33766,            0.027884,            0.051401,            0.033546,           0.0069508,           0.0069508,           0.0069508
                 156,            0.017963,            0.019394,           0.0018494,             0.63911,             0.46734,             0.51319,             0.33304,            0.027825,             0.05153,             0.03182,            0.006931,            0.006931,            0.006931
                 157,            0.018683,            0.019159,           0.0022653,             0.54974,             0.55261,              0.5377,             0.34389,             0.02789,            0.049291,            0.031056,           0.0069112,           0.0069112,           0.0069112
                 158,            0.018608,            0.019062,           0.0020039,             0.61373,              0.5046,             0.52961,              0.3366,            0.028596,            0.052688,            0.029466,           0.0068914,           0.0068914,           0.0068914
                 159,            0.018808,            0.019661,           0.0017576,             0.62379,             0.48715,             0.52416,              0.3344,            0.028495,            0.051921,             0.03296,           0.0068716,           0.0068716,           0.0068716
                 160,             0.01874,            0.019704,           0.0017509,             0.59974,             0.50388,              0.5208,              0.3314,            0.028953,            0.054693,            0.030906,           0.0068518,           0.0068518,           0.0068518
                 161,            0.018553,            0.018983,           0.0021251,             0.60973,             0.50906,              0.5235,             0.33198,            0.028903,            0.052233,            0.033095,            0.006832,            0.006832,            0.006832
                 162,            0.018166,            0.018616,           0.0020608,             0.62293,             0.47825,             0.52015,             0.32953,            0.028822,            0.049631,            0.037576,           0.0068122,           0.0068122,           0.0068122
                 163,            0.018144,            0.019726,           0.0019757,             0.65225,             0.45978,             0.51283,             0.32624,            0.028619,            0.051332,            0.035068,           0.0067924,           0.0067924,           0.0067924
                 164,            0.018633,             0.01941,            0.002177,             0.55801,             0.52523,             0.50203,             0.32089,             0.02898,            0.053053,            0.032677,           0.0067726,           0.0067726,           0.0067726
                 165,            0.018258,            0.019786,           0.0023105,             0.52434,              0.5097,             0.47088,             0.30593,            0.028961,            0.056091,            0.040245,           0.0067528,           0.0067528,           0.0067528
                 166,            0.017311,            0.018497,           0.0020016,             0.54815,             0.47129,             0.47107,             0.30533,            0.028763,            0.058006,            0.038388,            0.006733,            0.006733,            0.006733
                 167,            0.017611,            0.019151,           0.0018011,             0.54045,             0.50883,              0.4802,             0.31016,            0.028464,            0.052453,            0.037724,           0.0067132,           0.0067132,           0.0067132
                 168,            0.017791,             0.01893,           0.0018929,             0.56585,             0.50084,             0.49013,             0.31617,             0.02886,            0.055323,            0.035138,           0.0066934,           0.0066934,           0.0066934
                 169,            0.018323,            0.018985,            0.002207,             0.57326,             0.49569,             0.50105,             0.31961,            0.028485,             0.05341,            0.035637,           0.0066736,           0.0066736,           0.0066736
                 170,            0.018527,            0.019126,           0.0022586,             0.57071,             0.52352,             0.51853,             0.32982,            0.028547,            0.051953,             0.03156,           0.0066538,           0.0066538,           0.0066538
                 171,            0.017708,            0.019689,           0.0019098,             0.58086,             0.51109,             0.50807,             0.32841,            0.028745,            0.053039,            0.032546,            0.006634,            0.006634,            0.006634
                 172,            0.017996,            0.019277,            0.002104,             0.53792,             0.46656,             0.48411,             0.31102,            0.029487,            0.059655,            0.036984,           0.0066142,           0.0066142,           0.0066142
                 173,            0.017873,            0.019307,           0.0013564,             0.55763,              0.4896,             0.49477,             0.32246,            0.028983,            0.055981,             0.03424,           0.0065944,           0.0065944,           0.0065944
                 174,            0.017432,            0.019408,           0.0016121,             0.53658,             0.52094,             0.47872,              0.3095,            0.029014,            0.053167,             0.03445,           0.0065746,           0.0065746,           0.0065746
                 175,            0.017665,            0.018572,           0.0018944,              0.5632,              0.4829,             0.49268,             0.31028,            0.029176,            0.054245,            0.033214,           0.0065548,           0.0065548,           0.0065548
                 176,             0.01824,            0.019522,           0.0016192,             0.59005,             0.49776,             0.50496,             0.31964,            0.029106,             0.05217,            0.032461,            0.006535,            0.006535,            0.006535
                 177,            0.017472,            0.018648,           0.0015082,             0.60107,             0.50372,             0.52362,             0.33241,            0.028627,            0.049159,            0.034331,           0.0065152,           0.0065152,           0.0065152
                 178,            0.017603,            0.018734,           0.0014657,             0.59191,             0.50007,             0.50701,              0.3261,            0.029024,            0.053832,             0.03301,           0.0064954,           0.0064954,           0.0064954
                 179,            0.017412,            0.018583,           0.0019565,             0.50523,              0.5293,             0.49204,             0.31493,            0.029045,             0.05149,            0.032311,           0.0064756,           0.0064756,           0.0064756
                 180,            0.017395,            0.019003,           0.0016996,             0.56219,             0.48392,             0.49577,             0.32236,            0.028828,            0.056233,            0.034335,           0.0064558,           0.0064558,           0.0064558
                 181,            0.017822,            0.018545,           0.0016857,              0.5768,             0.50227,               0.503,             0.31903,            0.029546,            0.055056,            0.034618,            0.006436,            0.006436,            0.006436
                 182,            0.017951,            0.018514,           0.0017946,             0.54215,             0.50072,             0.49264,             0.31168,            0.029352,             0.05411,            0.032445,           0.0064162,           0.0064162,           0.0064162
                 183,            0.017379,            0.018262,           0.0019749,              0.5537,             0.50717,             0.50087,             0.31615,            0.028856,            0.051324,            0.033006,           0.0063964,           0.0063964,           0.0063964
                 184,            0.017221,             0.01796,           0.0020222,             0.48897,             0.51204,             0.47041,             0.29669,            0.028956,            0.052529,            0.039734,           0.0063766,           0.0063766,           0.0063766
                 185,            0.017814,            0.018193,           0.0017276,             0.51996,              0.5038,             0.47831,             0.29967,            0.029035,            0.055718,            0.036229,           0.0063568,           0.0063568,           0.0063568
                 186,            0.017746,            0.018554,           0.0016499,             0.56541,             0.50763,             0.49496,              0.3108,            0.029447,            0.054866,             0.03595,            0.006337,            0.006337,            0.006337
                 187,            0.017623,            0.018951,           0.0017473,             0.53301,             0.51449,               0.488,              0.3054,            0.028992,            0.055244,            0.035515,           0.0063172,           0.0063172,           0.0063172
                 188,            0.017554,             0.01909,           0.0018962,             0.57702,             0.52278,             0.50861,             0.32318,            0.029257,            0.054546,            0.032382,           0.0062974,           0.0062974,           0.0062974
                 189,            0.017087,            0.019082,           0.0017988,             0.55685,             0.48854,             0.48995,             0.31501,            0.029412,            0.057455,             0.03172,           0.0062776,           0.0062776,           0.0062776
                 190,            0.017319,            0.017665,           0.0015974,             0.55788,             0.52145,              0.5178,             0.33215,            0.028786,            0.055237,            0.032757,           0.0062578,           0.0062578,           0.0062578
                 191,            0.017437,            0.018338,           0.0016499,             0.63394,             0.48953,              0.5199,             0.33577,            0.028265,             0.05241,            0.032639,            0.006238,            0.006238,            0.006238
                 192,            0.016942,            0.018601,           0.0017181,             0.59727,             0.49128,             0.49339,             0.31864,            0.028787,            0.055778,            0.033921,           0.0062182,           0.0062182,           0.0062182
                 193,            0.017214,            0.017828,           0.0019816,             0.56381,             0.45598,             0.48632,             0.31749,            0.028582,            0.057228,             0.03603,           0.0061984,           0.0061984,           0.0061984
                 194,            0.017577,            0.018377,           0.0017549,             0.52134,              0.5152,             0.48357,             0.31436,            0.029076,            0.056337,            0.036063,           0.0061786,           0.0061786,           0.0061786
                 195,            0.017573,            0.018873,           0.0014714,             0.55527,             0.52389,             0.51564,             0.33187,            0.029145,            0.055702,            0.032726,           0.0061588,           0.0061588,           0.0061588
                 196,            0.016891,            0.018216,           0.0015966,             0.56546,             0.52348,             0.50376,             0.32578,             0.02846,            0.054635,            0.034424,            0.006139,            0.006139,            0.006139
                 197,            0.017282,            0.018227,           0.0015935,             0.54137,             0.52674,             0.49405,             0.31594,             0.02854,            0.056962,            0.034723,           0.0061192,           0.0061192,           0.0061192
                 198,            0.016882,            0.018121,           0.0016569,             0.53086,             0.54178,             0.51579,             0.32578,            0.028338,            0.052937,            0.035543,           0.0060994,           0.0060994,           0.0060994
                 199,            0.017224,            0.018224,           0.0016488,             0.56645,             0.51408,             0.51487,             0.33513,            0.028275,            0.054012,            0.033478,           0.0060796,           0.0060796,           0.0060796
                 200,            0.016689,            0.017898,           0.0017782,             0.54913,             0.56903,             0.53027,             0.33958,            0.028201,            0.051634,            0.031723,           0.0060598,           0.0060598,           0.0060598
                 201,            0.017107,            0.018145,           0.0017123,             0.57218,             0.51366,             0.52831,             0.33877,            0.028714,            0.053966,            0.032578,             0.00604,             0.00604,             0.00604
                 202,            0.017327,             0.01846,           0.0019662,             0.52054,             0.52895,             0.51426,             0.32519,            0.028636,             0.05438,            0.033247,           0.0060202,           0.0060202,           0.0060202
                 203,            0.017041,            0.018596,            0.002338,             0.58117,             0.49548,             0.51208,             0.32602,            0.028146,            0.049965,            0.035451,           0.0060004,           0.0060004,           0.0060004
                 204,            0.017366,            0.018632,           0.0019374,             0.54823,             0.53927,             0.51802,             0.32451,            0.028439,            0.052644,            0.030223,           0.0059806,           0.0059806,           0.0059806
                 205,            0.017115,            0.018813,           0.0015307,             0.53723,             0.51718,             0.49007,             0.30809,             0.02894,            0.055492,            0.032905,           0.0059608,           0.0059608,           0.0059608
                 206,            0.017262,            0.018879,           0.0012349,             0.54018,             0.51826,             0.48281,             0.30733,            0.028619,            0.054848,            0.035734,            0.005941,            0.005941,            0.005941
                 207,            0.016726,            0.018086,           0.0016636,             0.54519,             0.52733,             0.49617,              0.3131,            0.028321,            0.054924,            0.034403,           0.0059212,           0.0059212,           0.0059212
                 208,            0.017177,            0.018451,           0.0014995,              0.6604,             0.48172,             0.50835,             0.31546,            0.028368,             0.05431,            0.035004,           0.0059014,           0.0059014,           0.0059014
                 209,            0.016566,            0.018361,           0.0014149,             0.58115,             0.49553,             0.49092,             0.31225,            0.028978,            0.056963,            0.035539,           0.0058816,           0.0058816,           0.0058816
                 210,            0.016751,            0.017465,           0.0015701,             0.62552,             0.46446,             0.50207,             0.32058,            0.028411,            0.053521,            0.038013,           0.0058618,           0.0058618,           0.0058618
                 211,            0.017169,             0.01798,           0.0016785,             0.57526,             0.49103,             0.48007,             0.30427,            0.029038,            0.056456,            0.036835,            0.005842,            0.005842,            0.005842
                 212,            0.016738,            0.017796,           0.0014161,             0.57692,              0.4682,             0.48557,             0.30486,            0.029324,            0.054762,            0.039943,           0.0058222,           0.0058222,           0.0058222
                 213,            0.016985,            0.018685,           0.0013133,             0.60501,             0.48092,             0.49016,             0.30559,            0.029076,            0.053571,            0.039168,           0.0058024,           0.0058024,           0.0058024
                 214,            0.016697,            0.017868,           0.0014169,             0.56739,             0.49707,             0.49229,             0.30557,            0.029493,            0.055227,            0.034566,           0.0057826,           0.0057826,           0.0057826
                 215,            0.017021,            0.017342,           0.0014462,              0.5378,             0.52726,             0.49337,             0.31052,            0.029379,            0.055489,            0.033071,           0.0057628,           0.0057628,           0.0057628
                 216,            0.016319,            0.017477,            0.001383,              0.6189,             0.45832,             0.48353,             0.31153,            0.029092,            0.055206,            0.037018,            0.005743,            0.005743,            0.005743
                 217,            0.016556,            0.017364,           0.0013914,             0.52873,             0.49832,             0.45479,             0.29205,            0.029007,            0.055413,            0.040273,           0.0057232,           0.0057232,           0.0057232
                 218,             0.01625,            0.018327,           0.0013903,             0.52651,             0.50213,             0.46379,             0.29839,            0.028202,            0.054156,            0.040273,           0.0057034,           0.0057034,           0.0057034
                 219,            0.016686,            0.017638,           0.0016755,             0.53939,             0.49854,             0.48169,             0.30394,            0.028295,            0.054045,            0.038625,           0.0056836,           0.0056836,           0.0056836
                 220,            0.016639,            0.017983,           0.0013054,             0.57341,             0.46229,             0.46023,             0.29628,            0.029068,             0.06047,            0.036811,           0.0056638,           0.0056638,           0.0056638
                 221,            0.016241,            0.017749,           0.0012019,             0.55578,             0.50343,             0.47828,              0.3064,            0.028644,            0.058248,            0.035861,            0.005644,            0.005644,            0.005644
                 222,            0.016553,            0.018321,           0.0012067,              0.5521,             0.47669,             0.47332,             0.29746,             0.02939,            0.062466,            0.034402,           0.0056242,           0.0056242,           0.0056242
                 223,            0.016871,             0.01773,           0.0014019,             0.55441,             0.51213,             0.48229,             0.30742,            0.028416,            0.055276,            0.040978,           0.0056044,           0.0056044,           0.0056044
                 224,            0.016284,            0.017479,            0.001311,             0.53132,             0.47878,              0.4694,             0.30896,            0.028571,            0.061343,             0.04199,           0.0055846,           0.0055846,           0.0055846
                 225,            0.016161,            0.017095,           0.0011182,             0.54486,             0.52061,             0.49325,             0.31898,            0.028414,            0.056226,             0.04108,           0.0055648,           0.0055648,           0.0055648
                 226,            0.016527,            0.017502,            0.001476,             0.52427,             0.50455,             0.47536,             0.30433,            0.028443,            0.056466,             0.03847,            0.005545,            0.005545,            0.005545
                 227,            0.016269,             0.01719,           0.0013063,              0.5423,              0.4765,             0.45744,             0.29541,             0.02842,             0.05911,            0.039667,           0.0055252,           0.0055252,           0.0055252
                 228,            0.016535,            0.017916,           0.0014942,             0.53924,             0.49534,             0.46877,             0.30164,            0.028593,            0.058795,            0.038743,           0.0055054,           0.0055054,           0.0055054
                 229,            0.015976,            0.017131,           0.0017743,             0.53573,             0.48702,             0.44486,             0.28586,            0.028666,            0.060202,            0.038939,           0.0054856,           0.0054856,           0.0054856
                 230,             0.01585,            0.017278,            0.001656,             0.52054,             0.47579,             0.44829,             0.28801,            0.028479,            0.060922,            0.041923,           0.0054658,           0.0054658,           0.0054658
                 231,            0.016549,            0.016925,           0.0014288,              0.5248,             0.47789,             0.46043,             0.29572,            0.028651,            0.059619,            0.042794,            0.005446,            0.005446,            0.005446
                 232,            0.016177,            0.017077,            0.001243,              0.5237,             0.52101,             0.46957,             0.30369,            0.028243,            0.055177,            0.042484,           0.0054262,           0.0054262,           0.0054262
                 233,            0.016088,             0.01786,           0.0016298,             0.57247,             0.50202,             0.48576,             0.31242,            0.028842,            0.058437,            0.038459,           0.0054064,           0.0054064,           0.0054064
                 234,            0.016248,            0.017281,            0.001428,             0.53726,             0.50441,             0.48998,             0.31685,             0.02879,            0.057846,             0.03878,           0.0053866,           0.0053866,           0.0053866
                 235,            0.016074,            0.017753,           0.0016845,             0.58571,             0.47086,             0.48264,             0.31373,            0.029423,            0.059615,             0.03649,           0.0053668,           0.0053668,           0.0053668
                 236,            0.016687,            0.017259,           0.0016655,             0.54533,             0.51066,             0.48336,             0.31287,            0.028819,            0.057948,            0.035363,            0.005347,            0.005347,            0.005347
                 237,            0.015951,             0.01815,           0.0011224,             0.60642,              0.5023,             0.49689,             0.32148,             0.02874,             0.05939,            0.037559,           0.0053272,           0.0053272,           0.0053272
                 238,            0.015956,            0.017349,           0.0015583,             0.55062,             0.52906,             0.49607,             0.32217,            0.028615,            0.057716,            0.037787,           0.0053074,           0.0053074,           0.0053074
                 239,            0.015732,            0.016756,           0.0012439,             0.56348,             0.48934,             0.47293,             0.30246,            0.029369,            0.061281,            0.037889,           0.0052876,           0.0052876,           0.0052876
                 240,            0.015818,            0.016977,           0.0011481,             0.54772,             0.52689,             0.49481,             0.31988,            0.028671,            0.057312,            0.035957,           0.0052678,           0.0052678,           0.0052678
                 241,            0.015936,             0.01714,           0.0011739,             0.57122,             0.50833,             0.49526,             0.32137,            0.028694,            0.059589,            0.034791,            0.005248,            0.005248,            0.005248
